id_produto,cod_artigo,des_artigo,des_categoria,des_linha,des_colecao,cod_fornecedor,des_status
27656,C558,CALÇA PANTALONA LISTRAS - BRS1034,VESTUARIO,CASUAL,VERAO - 2018,HOLIN STONE,ATIVO
27657,C558,CALÇA PANTALONA LISTRAS - BRS1034,VESTUARIO,CASUAL,VERAO - 2018,HOLIN STONE,ATIVO
27658,C558,CALÇA PANTALONA LISTRAS - BRS1034,VESTUARIO,CASUAL,VERAO - 2018,HOLIN STONE,ATIVO
27659,C558,CALÇA PANTALONA LISTRAS - BRS1034,VESTUARIO,CASUAL,VERAO - 2018,HOLIN STONE,ATIVO
27660,C558,CALÇA PANTALONA LISTRAS - BRS1034,VESTUARIO,CASUAL,VERAO - 2018,HOLIN STONE,ATIVO
27661,C558,CALÇA PANTALONA LISTRAS - BRS1034,VESTUARIO,CASUAL,VERAO - 2018,HOLIN STONE,ATIVO
27662,C559,REGATA LUREX BABADO TRANSVERSAL -BRS1035,VESTUARIO,CASUAL,VERAO - 2018,HOLIN STONE,SALDO
27663,C559,REGATA LUREX BABADO TRANSVERSAL -BRS1035,VESTUARIO,CASUAL,VERAO - 2018,HOLIN STONE,SALDO
27664,C559,REGATA LUREX BABADO TRANSVERSAL -BRS1035,VESTUARIO,CASUAL,VERAO - 2018,HOLIN STONE,SALDO
27665,C559,REGATA LUREX BABADO TRANSVERSAL -BRS1035,VESTUARIO,CASUAL,VERAO - 2018,HOLIN STONE,ATIVO
27666,C559,REGATA LUREX BABADO TRANSVERSAL -BRS1035,VESTUARIO,CASUAL,VERAO - 2018,HOLIN STONE,ATIVO
27667,C559,REGATA LUREX BABADO TRANSVERSAL -BRS1035,VESTUARIO,CASUAL,VERAO - 2018,HOLIN STONE,ATIVO
27668,C559,REGATA LUREX BABADO TRANSVERSAL -BRS1035,VESTUARIO,CASUAL,VERAO - 2018,HOLIN STONE,SALDO
27669,C559,REGATA LUREX BABADO TRANSVERSAL -BRS1035,VESTUARIO,CASUAL,VERAO - 2018,HOLIN STONE,SALDO
27670,C559,REGATA LUREX BABADO TRANSVERSAL -BRS1035,VESTUARIO,CASUAL,VERAO - 2018,HOLIN STONE,SALDO
27671,C560,REGATA FASHION JEWELI - BRS1038,VESTUARIO,CASUAL,VERAO - 2018,REVANCHE,SALDO
27672,C560,REGATA FASHION JEWELI - BRS1038,VESTUARIO,CASUAL,VERAO - 2018,REVANCHE,SALDO
27673,C560,REGATA FASHION JEWELI - BRS1038,VESTUARIO,CASUAL,VERAO - 2018,REVANCHE,SALDO
27674,C14,BLUSA CANELADA POMPOM WK - BRS0759,VESTUARIO,INDEFINIDA,INVERNO - 2017,BRAS,AGRUPADO
27675,C14,BLUSA CANELADA POMPOM WK - BRS0759,VESTUARIO,INDEFINIDA,INVERNO - 2017,BRAS,AGRUPADO
27676,C14,BLUSA CANELADA POMPOM WK - BRS0759,VESTUARIO,INDEFINIDA,INVERNO - 2017,BRAS,AGRUPADO
27677,C14,BLUSA CANELADA POMPOM WK - BRS0759,VESTUARIO,INDEFINIDA,INVERNO - 2017,BRAS,SALDO
27678,C14,BLUSA CANELADA POMPOM WK - BRS0759,VESTUARIO,INDEFINIDA,INVERNO - 2017,BRAS,AGRUPADO
27679,C14,BLUSA CANELADA POMPOM WK - BRS0759,VESTUARIO,INDEFINIDA,INVERNO - 2017,BRAS,AGRUPADO
27680,C14,BLUSA CANELADA POMPOM WK - BRS0759,VESTUARIO,INDEFINIDA,INVERNO - 2017,BRAS,AGRUPADO
27681,C254,SHORTS WK CINTO STRASS - BRS0879,VESTUARIO,CASUAL,VERAO - 2018,M&S FASHION,ATIVO
27682,C254,SHORTS WK CINTO STRASS - BRS0879,VESTUARIO,CASUAL,VERAO - 2018,M&S FASHION,ATIVO
27683,C254,SHORTS WK CINTO STRASS - BRS0879,VESTUARIO,CASUAL,VERAO - 2018,M&S FASHION,ATIVO
27684,C254,SHORTS WK CINTO STRASS - BRS0879,VESTUARIO,CASUAL,VERAO - 2018,M&S FASHION,ATIVO
27685,C254,SHORTS WK CINTO STRASS - BRS0879,VESTUARIO,CASUAL,VERAO - 2018,M&S FASHION,ATIVO
27686,C254,SHORTS WK CINTO STRASS - BRS0879,VESTUARIO,CASUAL,VERAO - 2018,M&S FASHION,ATIVO
27687,C254,SHORTS WK CINTO STRASS - BRS0879,VESTUARIO,CASUAL,VERAO - 2018,M&S FASHION,ATIVO
27688,C254,SHORTS WK CINTO STRASS - BRS0879,VESTUARIO,CASUAL,VERAO - 2018,M&S FASHION,ATIVO
27689,C254,SHORTS WK CINTO STRASS - BRS0879,VESTUARIO,CASUAL,VERAO - 2018,M&S FASHION,ATIVO
27690,C254,SHORTS WK CINTO STRASS - BRS0879,VESTUARIO,CASUAL,VERAO - 2018,M&S FASHION,ATIVO
27691,C254,SHORTS WK CINTO STRASS - BRS0879,VESTUARIO,CASUAL,VERAO - 2018,M&S FASHION,ATIVO
27692,C255,REGATA WK OMBRO A OMBRO - BRS0886,VESTUARIO,CASUAL,VERAO - 2018,EMELY,ATIVO
27693,C255,REGATA WK OMBRO A OMBRO - BRS0886,VESTUARIO,CASUAL,VERAO - 2018,EMELY,ATIVO
27694,C255,REGATA WK OMBRO A OMBRO - BRS0886,VESTUARIO,CASUAL,VERAO - 2018,EMELY,ATIVO
27695,C255,REGATA WK OMBRO A OMBRO - BRS0886,VESTUARIO,CASUAL,VERAO - 2018,EMELY,ATIVO
27696,C561,SHORTS JEANS BARRA DESFIADA - BRS1039,VESTUARIO,JOVEM,VERAO - 2018,REVANCHE,SALDO
27697,C561,SHORTS JEANS BARRA DESFIADA - BRS1039,VESTUARIO,JOVEM,VERAO - 2018,REVANCHE,SALDO
27698,C561,SHORTS JEANS BARRA DESFIADA - BRS1039,VESTUARIO,JOVEM,VERAO - 2018,REVANCHE,SALDO
27699,C561,SHORTS JEANS BARRA DESFIADA - BRS1039,VESTUARIO,JOVEM,VERAO - 2018,REVANCHE,SALDO
27700,C561,SHORTS JEANS BARRA DESFIADA - BRS1039,VESTUARIO,JOVEM,VERAO - 2018,REVANCHE,SALDO
27701,C561,SHORTS JEANS BARRA DESFIADA - BRS1039,VESTUARIO,JOVEM,VERAO - 2018,REVANCHE,SALDO
27702,C479,CAMISETA MC FIND SOMEONE - BRS0982,VESTUARIO,JOVEM,VERAO - 2018,LOVERLY,ATIVO
27703,C611,REGATA ALÇA PALMEIRA GUIPIR -BRS1094,VESTUARIO,CASUAL,VERAO - 2018,ELLABELLE,ATIVO
27704,C611,REGATA ALÇA PALMEIRA GUIPIR -BRS1094,VESTUARIO,CASUAL,VERAO - 2018,ELLABELLE,ATIVO
27705,C611,REGATA ALÇA PALMEIRA GUIPIR -BRS1094,VESTUARIO,CASUAL,VERAO - 2018,ELLABELLE,ATIVO
27706,C611,REGATA ALÇA PALMEIRA GUIPIR -BRS1094,VESTUARIO,CASUAL,VERAO - 2018,ELLABELLE,ATIVO
27707,C611,REGATA ALÇA PALMEIRA GUIPIR -BRS1094,VESTUARIO,CASUAL,VERAO - 2018,ELLABELLE,ATIVO
27708,C611,REGATA ALÇA PALMEIRA GUIPIR -BRS1094,VESTUARIO,CASUAL,VERAO - 2018,ELLABELLE,ATIVO
27709,C611,REGATA ALÇA PALMEIRA GUIPIR -BRS1094,VESTUARIO,CASUAL,VERAO - 2018,ELLABELLE,ATIVO
27710,C611,REGATA ALÇA PALMEIRA GUIPIR -BRS1094,VESTUARIO,CASUAL,VERAO - 2018,ELLABELLE,ATIVO
27711,C611,REGATA ALÇA PALMEIRA GUIPIR -BRS1094,VESTUARIO,CASUAL,VERAO - 2018,ELLABELLE,ATIVO
27712,C611,REGATA ALÇA PALMEIRA GUIPIR -BRS1094,VESTUARIO,CASUAL,VERAO - 2018,ELLABELLE,ATIVO
27713,C611,REGATA ALÇA PALMEIRA GUIPIR -BRS1094,VESTUARIO,CASUAL,VERAO - 2018,ELLABELLE,ATIVO
27714,C611,REGATA ALÇA PALMEIRA GUIPIR -BRS1094,VESTUARIO,CASUAL,VERAO - 2018,ELLABELLE,ATIVO
27715,C613,VESTIDO CTO CIGANI. MGA FLORAL -BRS1097,VESTUARIO,CASUAL,VERAO - 2018,ELLABELLE,ATIVO
27716,C613,VESTIDO CTO CIGANI. MGA FLORAL -BRS1097,VESTUARIO,CASUAL,VERAO - 2018,ELLABELLE,ATIVO
27717,C613,VESTIDO CTO CIGANI. MGA FLORAL -BRS1097,VESTUARIO,CASUAL,VERAO - 2018,ELLABELLE,ATIVO
27718,C613,VESTIDO CTO CIGANI. MGA FLORAL -BRS1097,VESTUARIO,CASUAL,VERAO - 2018,ELLABELLE,ATIVO
27719,C613,VESTIDO CTO CIGANI. MGA FLORAL -BRS1097,VESTUARIO,CASUAL,VERAO - 2018,ELLABELLE,ATIVO
27720,C526,CAMISETA MC ENDRESS LOVE - BRS1010,VESTUARIO,JOVEM,VERAO - 2018,LOVERLY,ATIVO
27721,C526,CAMISETA MC ENDRESS LOVE - BRS1010,VESTUARIO,JOVEM,VERAO - 2018,LOVERLY,ATIVO
27722,C526,CAMISETA MC ENDRESS LOVE - BRS1010,VESTUARIO,JOVEM,VERAO - 2018,LOVERLY,ATIVO
27723,C526,CAMISETA MC ENDRESS LOVE - BRS1010,VESTUARIO,JOVEM,VERAO - 2018,LOVERLY,ATIVO
27724,C526,CAMISETA MC ENDRESS LOVE - BRS1010,VESTUARIO,JOVEM,VERAO - 2018,LOVERLY,ATIVO
27725,C526,CAMISETA MC ENDRESS LOVE - BRS1010,VESTUARIO,JOVEM,VERAO - 2018,LOVERLY,ATIVO
27726,C526,CAMISETA MC ENDRESS LOVE - BRS1010,VESTUARIO,JOVEM,VERAO - 2018,LOVERLY,ATIVO
27727,C526,CAMISETA MC ENDRESS LOVE - BRS1010,VESTUARIO,JOVEM,VERAO - 2018,LOVERLY,ATIVO
27728,C526,CAMISETA MC ENDRESS LOVE - BRS1010,VESTUARIO,JOVEM,VERAO - 2018,LOVERLY,ATIVO
27729,C550,VESTIDO ALÇA FOLHAGEM - BRS1036,VESTUARIO,CASUAL,VERAO - 2018,HELI,ATIVO
27730,C550,VESTIDO ALÇA FOLHAGEM - BRS1036,VESTUARIO,CASUAL,VERAO - 2018,HELI,ATIVO
27731,C550,VESTIDO ALÇA FOLHAGEM - BRS1036,VESTUARIO,CASUAL,VERAO - 2018,HELI,ATIVO
27732,C550,VESTIDO ALÇA FOLHAGEM - BRS1036,VESTUARIO,CASUAL,VERAO - 2018,HELI,ATIVO
27733,C550,VESTIDO ALÇA FOLHAGEM - BRS1036,VESTUARIO,CASUAL,VERAO - 2018,HELI,ATIVO
27734,C550,VESTIDO ALÇA FOLHAGEM - BRS1036,VESTUARIO,CASUAL,VERAO - 2018,HELI,ATIVO
27735,C550,VESTIDO ALÇA FOLHAGEM - BRS1036,VESTUARIO,CASUAL,VERAO - 2018,HELI,ATIVO
27736,C550,VESTIDO ALÇA FOLHAGEM - BRS1036,VESTUARIO,CASUAL,VERAO - 2018,HELI,ATIVO
27737,C552,CAMISETA RELEVO FLORAL - BRS1028,VESTUARIO,CASUAL,VERAO - 2018,MARY ANNE,ATIVO
27738,C552,CAMISETA RELEVO FLORAL - BRS1028,VESTUARIO,CASUAL,VERAO - 2018,MARY ANNE,ATIVO
27739,C552,CAMISETA RELEVO FLORAL - BRS1028,VESTUARIO,CASUAL,VERAO - 2018,MARY ANNE,ATIVO
27740,C552,CAMISETA RELEVO FLORAL - BRS1028,VESTUARIO,CASUAL,VERAO - 2018,MARY ANNE,ATIVO
27741,C552,CAMISETA RELEVO FLORAL - BRS1028,VESTUARIO,CASUAL,VERAO - 2018,MARY ANNE,ATIVO
27742,C552,CAMISETA RELEVO FLORAL - BRS1028,VESTUARIO,CASUAL,VERAO - 2018,MARY ANNE,ATIVO
27743,C552,CAMISETA RELEVO FLORAL - BRS1028,VESTUARIO,CASUAL,VERAO - 2018,MARY ANNE,ATIVO
27744,C552,CAMISETA RELEVO FLORAL - BRS1028,VESTUARIO,CASUAL,VERAO - 2018,MARY ANNE,ATIVO
27745,C552,CAMISETA RELEVO FLORAL - BRS1028,VESTUARIO,CASUAL,VERAO - 2018,MARY ANNE,ATIVO
27746,C553,CAMISETA BIKE STRASS - BRS1029,VESTUARIO,CASUAL,VERAO - 2018,MARY ANNE,ATIVO
27747,C553,CAMISETA BIKE STRASS - BRS1029,VESTUARIO,CASUAL,VERAO - 2018,MARY ANNE,ATIVO
27748,C553,CAMISETA BIKE STRASS - BRS1029,VESTUARIO,CASUAL,VERAO - 2018,MARY ANNE,ATIVO
27749,C553,CAMISETA BIKE STRASS - BRS1029,VESTUARIO,CASUAL,VERAO - 2018,MARY ANNE,ATIVO
27750,C553,CAMISETA BIKE STRASS - BRS1029,VESTUARIO,CASUAL,VERAO - 2018,MARY ANNE,ATIVO
27751,C553,CAMISETA BIKE STRASS - BRS1029,VESTUARIO,CASUAL,VERAO - 2018,MARY ANNE,ATIVO
27752,C553,CAMISETA BIKE STRASS - BRS1029,VESTUARIO,CASUAL,VERAO - 2018,MARY ANNE,ATIVO
27753,C553,CAMISETA BIKE STRASS - BRS1029,VESTUARIO,CASUAL,VERAO - 2018,MARY ANNE,ATIVO
27754,C553,CAMISETA BIKE STRASS - BRS1029,VESTUARIO,CASUAL,VERAO - 2018,MARY ANNE,ATIVO
27755,C553,CAMISETA BIKE STRASS - BRS1029,VESTUARIO,CASUAL,VERAO - 2018,MARY ANNE,ATIVO
27756,C553,CAMISETA BIKE STRASS - BRS1029,VESTUARIO,CASUAL,VERAO - 2018,MARY ANNE,ATIVO
27757,C553,CAMISETA BIKE STRASS - BRS1029,VESTUARIO,CASUAL,VERAO - 2018,MARY ANNE,ATIVO
27758,C553,CAMISETA BIKE STRASS - BRS1029,VESTUARIO,CASUAL,VERAO - 2018,MARY ANNE,ATIVO
27759,C553,CAMISETA BIKE STRASS - BRS1029,VESTUARIO,CASUAL,VERAO - 2018,MARY ANNE,ATIVO
27760,C553,CAMISETA BIKE STRASS - BRS1029,VESTUARIO,CASUAL,VERAO - 2018,MARY ANNE,ATIVO
27761,C573,CALCA JEANS P52 BLACK - BRS1045,VESTUARIO,BASICO,CONTINUO,REDPLAY,SALDO
27762,C573,CALCA JEANS P52 BLACK - BRS1045,VESTUARIO,BASICO,CONTINUO,REDPLAY,SALDO
27763,C573,CALCA JEANS P52 BLACK - BRS1045,VESTUARIO,BASICO,CONTINUO,REDPLAY,SALDO
27764,C573,CALCA JEANS P52 BLACK - BRS1045,VESTUARIO,BASICO,CONTINUO,REDPLAY,SALDO
27765,C573,CALCA JEANS P52 BLACK - BRS1045,VESTUARIO,BASICO,CONTINUO,REDPLAY,SALDO
27766,C573,CALCA JEANS P52 BLACK - BRS1045,VESTUARIO,BASICO,CONTINUO,REDPLAY,SALDO
27767,C573,CALCA JEANS P52 BLACK - BRS1045,VESTUARIO,BASICO,CONTINUO,REDPLAY,SALDO
27768,C574,CALCA JEANS P57 ESTRELA - BRS1046,VESTUARIO,BASICO,CONTINUO,REDPLAY,ATIVO
27769,C574,CALCA JEANS P57 ESTRELA - BRS1046,VESTUARIO,BASICO,CONTINUO,REDPLAY,ATIVO
27770,C574,CALCA JEANS P57 ESTRELA - BRS1046,VESTUARIO,BASICO,CONTINUO,REDPLAY,ATIVO
27771,C574,CALCA JEANS P57 ESTRELA - BRS1046,VESTUARIO,BASICO,CONTINUO,REDPLAY,ATIVO
27772,C574,CALCA JEANS P57 ESTRELA - BRS1046,VESTUARIO,BASICO,CONTINUO,REDPLAY,ATIVO
27773,C574,CALCA JEANS P57 ESTRELA - BRS1046,VESTUARIO,BASICO,CONTINUO,REDPLAY,ATIVO
27774,C574,CALCA JEANS P57 ESTRELA - BRS1046,VESTUARIO,BASICO,CONTINUO,REDPLAY,ATIVO
27775,C575,SHORT JEANS P36 DESFIADO - BRS1047,VESTUARIO,JOVEM,VERAO - 2018,REDPLAY,ATIVO
27776,C575,SHORT JEANS P36 DESFIADO - BRS1047,VESTUARIO,JOVEM,VERAO - 2018,REDPLAY,ATIVO
27777,C575,SHORT JEANS P36 DESFIADO - BRS1047,VESTUARIO,JOVEM,VERAO - 2018,REDPLAY,ATIVO
27778,C575,SHORT JEANS P36 DESFIADO - BRS1047,VESTUARIO,JOVEM,VERAO - 2018,REDPLAY,ATIVO
27779,C575,SHORT JEANS P36 DESFIADO - BRS1047,VESTUARIO,JOVEM,VERAO - 2018,REDPLAY,ATIVO
27780,C575,SHORT JEANS P36 DESFIADO - BRS1047,VESTUARIO,JOVEM,VERAO - 2018,REDPLAY,ATIVO
27781,C575,SHORT JEANS P36 DESFIADO - BRS1047,VESTUARIO,JOVEM,VERAO - 2018,REDPLAY,ATIVO
27782,C576,SHORTS JEANS P38 ESCURO - BRS1048,VESTUARIO,CASUAL,VERAO - 2018,REDPLAY,SALDO
27783,C576,SHORTS JEANS P38 ESCURO - BRS1048,VESTUARIO,CASUAL,VERAO - 2018,REDPLAY,SALDO
27784,C342,CAMISOLA ALC JAMILE RENDA - 572,LINHA NOITE,RENDA,INDEFINIDA,LACK,ATIVO
27785,C340,SHORT DOLL REG NIGHT 2042-3,LINHA NOITE,INDEFINIDA,INDEFINIDA,SONHO DE PIJAMA,ATIVO
27786,C340,SHORT DOLL REG NIGHT 2042-3,LINHA NOITE,INDEFINIDA,INDEFINIDA,SONHO DE PIJAMA,ATIVO
27787,C340,SHORT DOLL REG NIGHT 2042-3,LINHA NOITE,INDEFINIDA,INDEFINIDA,SONHO DE PIJAMA,ATIVO
27788,C340,SHORT DOLL REG NIGHT 2042-3,LINHA NOITE,INDEFINIDA,INDEFINIDA,SONHO DE PIJAMA,ATIVO
27789,C341,CAMISOLA ALC FIONA POA RENDA- 603,LINHA NOITE,RENDA,VERAO - 2017,LACK,ATIVO
27790,C341,CAMISOLA ALC FIONA POA RENDA- 603,LINHA NOITE,RENDA,VERAO - 2017,LACK,ATIVO
27791,C341,CAMISOLA ALC FIONA POA RENDA- 603,LINHA NOITE,RENDA,VERAO - 2017,LACK,ATIVO
27792,C341,CAMISOLA ALC FIONA POA RENDA- 603,LINHA NOITE,RENDA,VERAO - 2017,LACK,ATIVO
27793,C342,CAMISOLA ALC JAMILE RENDA - 572,LINHA NOITE,RENDA,INDEFINIDA,LACK,ATIVO
27794,C342,CAMISOLA ALC JAMILE RENDA - 572,LINHA NOITE,RENDA,INDEFINIDA,LACK,ATIVO
27795,C342,CAMISOLA ALC JAMILE RENDA - 572,LINHA NOITE,RENDA,INDEFINIDA,LACK,ATIVO
27796,C343,CAMISOLA ALC GABI FULL RENDA - 592,LINHA NOITE,RENDA,VERAO - 2017,LACK,ATIVO
27797,C343,CAMISOLA ALC GABI FULL RENDA - 592,LINHA NOITE,RENDA,VERAO - 2017,LACK,ATIVO
27798,C343,CAMISOLA ALC GABI FULL RENDA - 592,LINHA NOITE,RENDA,VERAO - 2017,LACK,ATIVO
27799,C343,CAMISOLA ALC GABI FULL RENDA - 592,LINHA NOITE,RENDA,VERAO - 2017,LACK,ATIVO
27800,C344,CAMISOLA ALC VIVI FULL RENDA - 597,LINHA NOITE,RENDA,VERAO - 2017,LACK,ATIVO
27801,C344,CAMISOLA ALC VIVI FULL RENDA - 597,LINHA NOITE,RENDA,VERAO - 2017,LACK,ATIVO
27802,C344,CAMISOLA ALC VIVI FULL RENDA - 597,LINHA NOITE,RENDA,VERAO - 2017,LACK,ATIVO
27803,C344,CAMISOLA ALC VIVI FULL RENDA - 597,LINHA NOITE,RENDA,VERAO - 2017,LACK,ATIVO
27804,C437,SUNGA JUVENIL ESTAMPADA - HB104,MODA PRAIA,BASICO,VERAO - 2017,HERMES BALI,INATIVO
27805,C437,SUNGA JUVENIL ESTAMPADA - HB104,MODA PRAIA,BASICO,VERAO - 2017,HERMES BALI,INATIVO
27806,C437,SUNGA JUVENIL ESTAMPADA - HB104,MODA PRAIA,BASICO,VERAO - 2017,HERMES BALI,INATIVO
27807,C437,SUNGA JUVENIL ESTAMPADA - HB104,MODA PRAIA,BASICO,VERAO - 2017,HERMES BALI,INATIVO
27808,C313,SHORT DOL ALC CORUJINHA 2042-4,LINHA NOITE,INDEFINIDA,VERAO - 2017,SONHO DE PIJAMA,ATIVO
27809,C427,TOP PALA CRUZADO - 170,FITNESS,BASICO,SEMI-CONTINUO,FOREVER FITNESS,INATIVO
27810,C427,TOP PALA CRUZADO - 170,FITNESS,BASICO,SEMI-CONTINUO,FOREVER FITNESS,INATIVO
27811,C427,TOP PALA CRUZADO - 170,FITNESS,BASICO,SEMI-CONTINUO,FOREVER FITNESS,INATIVO
27812,C427,TOP PALA CRUZADO - 170,FITNESS,BASICO,SEMI-CONTINUO,FOREVER FITNESS,INATIVO
27813,C158,TOP TQC SEREIA -   2075,MODA PRAIA,BASICO,VERAO - 2017,RIVANNA,INATIVO
27814,C957,MAIO SEM BOJO LISO - 709B4544,MODA PRAIA,BASICO,VERAO - 2019,CLASS,ATIVO
27815,C958,MAIO ENGANA RIPPLE - AR1807,MODA PRAIA,BASICO,VERAO - 2018,CLASS,SALDO
27816,C958,MAIO ENGANA RIPPLE - AR1807,MODA PRAIA,BASICO,VERAO - 2018,CLASS,SALDO
27817,C958,MAIO ENGANA RIPPLE - AR1807,MODA PRAIA,BASICO,VERAO - 2018,CLASS,SALDO
27818,C958,MAIO ENGANA RIPPLE - AR1807,MODA PRAIA,BASICO,VERAO - 2018,CLASS,SALDO
27819,C959,MAIO ENGANA CROPET - AR1808,MODA PRAIA,BASICO,VERAO - 2018,CLASS,AGRUPADO
27820,C959,MAIO ENGANA CROPET - AR1808,MODA PRAIA,BASICO,VERAO - 2018,CLASS,AGRUPADO
27821,C959,MAIO ENGANA CROPET - AR1808,MODA PRAIA,BASICO,VERAO - 2018,CLASS,AGRUPADO
27822,C959,MAIO ENGANA CROPET - AR1808,MODA PRAIA,BASICO,VERAO - 2018,CLASS,AGRUPADO
27823,C960,SUNGA BOXER TEXTURA - AR1809,MODA PRAIA,BASICO,VERAO - 2018,CLASS,SALDO
27824,C960,SUNGA BOXER TEXTURA - AR1809,MODA PRAIA,BASICO,VERAO - 2018,CLASS,SALDO
27825,C960,SUNGA BOXER TEXTURA - AR1809,MODA PRAIA,BASICO,VERAO - 2018,CLASS,SALDO
27826,C960,SUNGA BOXER TEXTURA - AR1809,MODA PRAIA,BASICO,VERAO - 2018,CLASS,SALDO
27827,C121,TOP STRAP LISO - 181,FITNESS,BASICO,SEMI-CONTINUO,FOREVER FITNESS,AGRUPADO
27828,C121,TOP STRAP LISO - 181,FITNESS,BASICO,SEMI-CONTINUO,FOREVER FITNESS,AGRUPADO
27829,C121,TOP STRAP LISO - 181,FITNESS,BASICO,SEMI-CONTINUO,FOREVER FITNESS,AGRUPADO
27830,C120,LEGGING LISA - 178,FITNESS,BASICO,SEMI-CONTINUO,FOREVER FITNESS,SALDO
27831,C120,LEGGING LISA - 178,FITNESS,BASICO,SEMI-CONTINUO,FOREVER FITNESS,SALDO
27832,C120,LEGGING LISA - 178,FITNESS,BASICO,SEMI-CONTINUO,FOREVER FITNESS,SALDO
27833,C489,SHORT DOLL COBRA PQ- ALINE,LINHA NOITE,BASICO,INDEFINIDA,LU MODAS,ATIVO
27834,C489,SHORT DOLL COBRA PQ- ALINE,LINHA NOITE,BASICO,INDEFINIDA,LU MODAS,ATIVO
27835,C489,SHORT DOLL COBRA PQ- ALINE,LINHA NOITE,BASICO,INDEFINIDA,LU MODAS,ATIVO
27836,C489,SHORT DOLL COBRA PQ- ALINE,LINHA NOITE,BASICO,INDEFINIDA,LU MODAS,ATIVO
27837,C489,SHORT DOLL COBRA PQ- ALINE,LINHA NOITE,BASICO,INDEFINIDA,LU MODAS,ATIVO
27838,C1046,SHORT DOLL COBRA GD - ALINE,LINHA NOITE,BASICO,INDEFINIDA,LU MODAS,ATIVO
27839,C88,SOT PU MODAL MESCLA - 402714,UNDERWARE,CASUAL,SEMI-CONTINUO,CLASS,SALDO
27840,C88,SOT PU MODAL MESCLA - 402714,UNDERWARE,CASUAL,SEMI-CONTINUO,CLASS,SALDO
27841,C92,CAL FD RENDA GRIPIR - 502712,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
27842,C93,SOT BS RENDA GRIPIR - 402712,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
27843,C93,SOT BS RENDA GRIPIR - 402712,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
27844,C93,SOT BS RENDA GRIPIR - 402712,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
27845,C93,SOT BS RENDA GRIPIR - 402712,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
27846,C158,TOP TQC SEREIA -   2075,MODA PRAIA,BASICO,VERAO - 2017,RIVANNA,INATIVO
27847,C158,TOP TQC SEREIA -   2075,MODA PRAIA,BASICO,VERAO - 2017,RIVANNA,INATIVO
27848,C456,SHORT DOLL ALC LOVE SWEET - REF10,LINHA NOITE,BASICO,VERAO - 2017,MENSAGEIRO DOS SONHOS,ATIVO
27849,C456,SHORT DOLL ALC LOVE SWEET - REF10,LINHA NOITE,BASICO,VERAO - 2017,MENSAGEIRO DOS SONHOS,ATIVO
27850,C456,SHORT DOLL ALC LOVE SWEET - REF10,LINHA NOITE,BASICO,VERAO - 2017,MENSAGEIRO DOS SONHOS,ATIVO
27851,C456,SHORT DOLL ALC LOVE SWEET - REF10,LINHA NOITE,BASICO,VERAO - 2017,MENSAGEIRO DOS SONHOS,ATIVO
27852,C354,CAMISOLA ALC SLEEP RS - REF09,LINHA NOITE,BASICO,VERAO - 2017,MENSAGEIRO DOS SONHOS,ATIVO
27853,C354,CAMISOLA ALC SLEEP RS - REF09,LINHA NOITE,BASICO,VERAO - 2017,MENSAGEIRO DOS SONHOS,ATIVO
27854,C354,CAMISOLA ALC SLEEP RS - REF09,LINHA NOITE,BASICO,VERAO - 2017,MENSAGEIRO DOS SONHOS,ATIVO
27855,C354,CAMISOLA ALC SLEEP RS - REF09,LINHA NOITE,BASICO,VERAO - 2017,MENSAGEIRO DOS SONHOS,ATIVO
27856,C318,PIJAMA MASCULINO ABERTO 7061-1,LINHA NOITE,INDEFINIDA,VERAO - 2017,SONHO DE PIJAMA,AGRUPADO
27857,C318,PIJAMA MASCULINO ABERTO 7061-1,LINHA NOITE,INDEFINIDA,VERAO - 2017,SONHO DE PIJAMA,AGRUPADO
27858,C318,PIJAMA MASCULINO ABERTO 7061-1,LINHA NOITE,INDEFINIDA,VERAO - 2017,SONHO DE PIJAMA,AGRUPADO
27859,C318,PIJAMA MASCULINO ABERTO 7061-1,LINHA NOITE,INDEFINIDA,VERAO - 2017,SONHO DE PIJAMA,AGRUPADO
27860,C358,SHORT DOLL REG CORACAO - 13023,LINHA NOITE,INDEFINIDA,VERAO - 2017,SENSARE,ATIVO
27861,C358,SHORT DOLL REG CORACAO - 13023,LINHA NOITE,INDEFINIDA,VERAO - 2017,SENSARE,ATIVO
27862,C358,SHORT DOLL REG CORACAO - 13023,LINHA NOITE,INDEFINIDA,VERAO - 2017,SENSARE,ATIVO
27863,C358,SHORT DOLL REG CORACAO - 13023,LINHA NOITE,INDEFINIDA,VERAO - 2017,SENSARE,ATIVO
27864,C342,CAMISOLA ALC JAMILE RENDA - 572,LINHA NOITE,RENDA,INDEFINIDA,LACK,ATIVO
27865,C342,CAMISOLA ALC JAMILE RENDA - 572,LINHA NOITE,RENDA,INDEFINIDA,LACK,ATIVO
27866,C342,CAMISOLA ALC JAMILE RENDA - 572,LINHA NOITE,RENDA,INDEFINIDA,LACK,ATIVO
